track_popularity,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
56,pop,electropop,0.542,0.811,0,-5.07,0,0.0759,0.0476,0.000168,0.813,0.58,120.477,266533
26,edm,big room,0.622,0.628,5,-7.754,1,0.0343,0.381,0.00208,0.0773,0.227,116.114,207759
76,latin,latin pop,0.834,0.808,11,-2.597,1,0.0542,0.0569,0.00052,0.222,0.829,104.026,198453
49,rock,album rock,0.588,0.65,0,-4.593,1,0.0257,0.00166,1.09e-06,0.199,0.183,117.999,201760
43,rock,album rock,0.252,0.592,9,-7.778,0,0.0314,0.0568,0.000285,0.14,0.229,170.094,176880
49,r&b,urban contemporary,0.521,0.566,2,-7.648,1,0.0454,0.212,0.0,0.109,0.387,87.753,172163
39,r&b,hip pop,0.732,0.408,11,-8.475,1,0.036,0.747,0.000229,0.069,0.663,87.016,299440
61,edm,progressive electro house,0.57,0.786,1,-5.212,0,0.113,0.208,0.0,0.0748,0.16,128.158,198867
63,latin,latin pop,0.794,0.731,9,-3.831,0,0.0717,0.16,0.0,0.0871,0.449,91.023,224653
55,rap,trap,0.617,0.845,11,-6.582,1,0.0732,0.0462,0.794,0.327,0.357,81.99,237252
59,rap,trap,0.652,0.71,1,-5.762,0,0.186,0.637,0.0,0.175,0.539,172.091,204627
70,r&b,urban contemporary,0.496,0.639,6,-6.157,1,0.055,0.28,0.0,0.0975,0.305,147.764,224720
3,rap,trap,0.699,0.39,6,-12.128,0,0.0755,0.39,0.0,0.106,0.51,160.059,131030
76,latin,latin hip hop,0.771,0.796,10,-4.106,0,0.0798,0.0385,9.35e-06,0.218,0.636,87.985,289907
19,edm,big room,0.687,0.902,11,-4.612,1,0.247,0.0157,0.00687,0.698,0.477,126.975,247564
56,rap,hip hop,0.599,0.336,11,-13.686,1,0.05,0.74,0.6,0.168,0.184,123.011,140500
53,rap,trap,0.639,0.559,1,-6.844,0,0.0513,0.0781,0.0,0.136,0.103,77.616,241237
61,rap,hip hop,0.648,0.54,7,-7.129,1,0.0539,0.351,0.759,0.0951,0.249,154.021,138759
54,rap,trap,0.699,0.39,6,-12.128,0,0.0752,0.39,0.0,0.106,0.509,160.071,131056
76,pop,post-teen pop,0.77,0.636,11,-6.724,0,0.131,0.169,0.0,0.0676,0.492,105.93,215760
71,r&b,hip pop,0.775,0.661,6,-6.178,0,0.183,0.0261,2.09e-05,0.112,0.467,112.029,190700
59,latin,tropical,0.73,0.781,7,-6.532,1,0.0875,0.128,0.948,0.0794,0.694,92.037,131500
17,pop,electropop,0.6,0.666,11,-9.827,1,0.0394,0.102,0.0,0.118,0.566,99.989,193176
22,rock,hard rock,0.42,0.764,10,-4.194,1,0.0621,0.126,0.0,0.272,0.447,89.566,272480
6,latin,latin hip hop,0.798,0.721,11,-4.586,1,0.158,0.152,0.0,0.0814,0.509,88.04,230320
76,latin,latin hip hop,0.834,0.808,11,-2.597,1,0.0542,0.0569,0.00052,0.222,0.829,104.026,198453
43,rap,trap,0.679,0.846,8,-6.231,1,0.0534,0.00468,0.766,0.354,0.502,109.995,198453
27,rock,hard rock,0.49,0.878,7,-5.833,1,0.0393,0.000893,3.83e-06,0.0947,0.414,132.022,162273
47,latin,tropical,0.801,0.671,11,-8.976,1,0.0557,0.287,1.4e-05,0.123,0.432,126.032,172877
51,latin,latin hip hop,0.579,0.641,2,-6.111,0,0.239,0.0599,0.0,0.0697,0.652,97.337,171653
54,edm,progressive electro house,0.542,0.695,11,-7.566,0,0.0559,0.19,0.000184,0.515,0.435,144.007,155000
41,latin,latin hip hop,0.755,0.723,6,-5.845,0,0.146,0.0269,0.00401,0.206,0.312,100.024,158308
68,pop,post-teen pop,0.654,0.874,6,-3.885,1,0.0543,0.169,1.77e-06,0.134,0.542,119.85,184027
76,latin,reggaeton,0.771,0.796,10,-4.106,0,0.0798,0.0385,9.35e-06,0.218,0.636,87.985,289907
72,rap,southern hip hop,0.885,0.492,1,-6.015,1,0.367,0.00172,7.79e-05,0.081,0.203,156.958,107147
49,latin,tropical,0.879,0.488,6,-4.758,1,0.0364,0.763,3.94e-06,0.141,0.888,125.04,189520
76,latin,reggaeton,0.834,0.808,11,-2.597,1,0.0542,0.0569,0.00052,0.222,0.829,104.026,198453
76,rap,trap,0.771,0.796,10,-4.106,0,0.0798,0.0385,9.35e-06,0.218,0.636,87.985,289907
56,rap,hip hop,0.662,0.28,7,-18.651,1,0.0726,0.696,0.881,0.0955,0.132,120.018,166500
51,latin,tropical,0.607,0.535,4,-11.633,1,0.0441,0.638,0.000958,0.0982,0.562,82.057,236362
35,latin,tropical,0.712,0.829,0,-5.499,1,0.0398,0.193,0.0391,0.358,0.794,100.069,184101
38,latin,tropical,0.677,0.504,7,-9.499,1,0.0806,0.491,0.0,0.154,0.532,98.106,162573
77,pop,dance pop,0.749,0.668,10,-5.964,0,0.0608,0.0373,0.000272,0.045,0.366,108.0,192387
56,rap,hip hop,0.775,0.396,9,-11.987,0,0.0886,0.381,0.908,0.113,0.63,140.05,113250
17,pop,dance pop,0.6,0.666,11,-9.827,1,0.0394,0.102,0.0,0.118,0.566,99.989,193176
40,latin,tropical,0.874,0.732,1,-6.777,0,0.075,0.0806,0.743,0.135,0.445,123.007,246188
42,latin,tropical,0.921,0.483,6,-9.233,1,0.121,0.0722,0.00357,0.102,0.181,120.047,181707
36,r&b,urban contemporary,0.755,0.995,0,-2.804,1,0.163,0.0916,0.698,0.441,0.288,126.065,173351
63,latin,tropical,0.794,0.731,9,-3.831,0,0.0717,0.16,0.0,0.0871,0.449,91.023,224653
77,latin,tropical,0.749,0.668,10,-5.964,0,0.0608,0.0373,0.000272,0.045,0.366,108.0,192387
57,rock,hard rock,0.502,0.905,1,-5.658,0,0.0713,0.00151,0.0,0.305,0.405,135.001,165747
57,pop,electropop,0.585,0.685,1,-6.49,0,0.0502,0.388,0.0,0.11,0.46,145.983,193973
39,pop,dance pop,0.776,0.598,11,-5.102,1,0.19,0.151,2.05e-05,0.0858,0.419,117.105,221549
56,pop,indie poptimism,0.284,0.609,3,-6.033,1,0.123,0.0438,0.0,0.177,0.521,85.386,196763
22,rock,classic rock,0.42,0.764,10,-4.194,1,0.0621,0.126,0.0,0.272,0.447,89.566,272480
59,pop,indie poptimism,0.442,0.431,0,-9.007,0,0.0382,0.0102,0.000202,0.118,0.0707,109.128,195361
25,edm,electro house,0.738,0.974,1,-3.247,1,0.0906,0.000238,0.667,0.0826,0.265,128.044,225000
24,edm,electro house,0.646,0.98,4,-2.341,0,0.0941,0.00087,0.644,0.656,0.406,130.009,228923
55,edm,progressive electro house,0.635,0.878,0,-4.753,1,0.07,0.0103,0.538,0.338,0.414,125.002,166560
27,rock,classic rock,0.49,0.878,7,-5.833,1,0.0393,0.000893,3.83e-06,0.0947,0.414,132.022,162273
61,pop,indie poptimism,0.573,0.873,0,-3.838,1,0.0297,0.000431,0.0,0.403,0.842,102.012,186903
61,pop,indie poptimism,0.447,0.247,3,-10.479,0,0.0327,0.791,3.85e-05,0.298,0.291,77.791,133640
63,r&b,neo soul,0.655,0.351,7,-7.628,0,0.153,0.73,0.000176,0.291,0.316,141.689,185992
31,edm,electro house,0.729,0.715,10,-5.818,1,0.042,0.037,0.00052,0.506,0.241,125.005,238341
63,edm,electro house,0.79,0.949,2,-1.89,0,0.103,0.133,0.0,0.339,0.602,124.088,159162
32,edm,electro house,0.531,0.723,1,-10.519,1,0.0916,0.336,0.0,0.339,0.335,144.976,183410
60,pop,indie poptimism,0.608,0.736,6,-6.7,1,0.165,0.051,0.0,0.215,0.489,97.038,202887
16,pop,indie poptimism,0.671,0.763,8,-5.877,1,0.305,0.607,2.16e-05,0.495,0.469,149.87,203113
45,rock,classic rock,0.589,0.404,0,-12.082,0,0.0379,0.857,0.416,0.12,0.663,152.457,212573
41,r&b,neo soul,0.436,0.601,9,-3.658,0,0.16,0.715,3.23e-06,0.101,0.357,70.435,244360
33,edm,progressive electro house,0.457,0.81,3,-2.843,0,0.0453,0.00718,0.0,0.11,0.0962,128.032,201094
23,edm,electro house,0.834,0.787,7,-7.273,0,0.261,0.667,0.000197,0.113,0.414,128.014,199773
29,pop,indie poptimism,0.614,0.839,0,-4.143,1,0.0702,0.0291,0.0,0.112,0.657,182.123,193040
38,rap,hip hop,0.479,0.717,10,-8.305,1,0.222,0.728,0.0,0.167,0.798,85.225,171886
46,rap,hip hop,0.793,0.441,0,-8.718,1,0.124,0.455,0.213,0.101,0.461,144.496,103059
42,rock,permanent wave,0.449,0.582,6,-9.434,1,0.0622,0.759,0.074,0.136,0.511,118.403,254653
88,pop,post-teen pop,0.657,0.768,8,-4.628,1,0.0507,0.108,0.0,0.144,0.759,75.025,186223
51,edm,progressive electro house,0.612,0.68,0,-4.925,0,0.0346,0.619,0.0,0.0786,0.346,127.909,180938
55,rock,permanent wave,0.261,0.174,7,-16.161,1,0.0346,0.854,0.893,0.169,0.0393,138.999,323080
47,latin,tropical,0.709,0.822,9,-3.517,0,0.065,0.0641,1.56e-05,0.112,0.355,121.984,140164
65,edm,pop edm,0.945,0.584,6,-7.649,0,0.044,0.0955,0.341,0.147,0.626,124.996,168547
94,latin,latin pop,0.88,0.751,7,-4.258,0,0.0874,0.177,6.43e-05,0.106,0.884,117.948,157606
65,pop,dance pop,0.713,0.729,7,-6.027,1,0.0308,0.00935,0.000106,0.0804,0.734,121.975,217493
63,edm,progressive electro house,0.753,0.912,8,-2.636,0,0.108,0.145,0.0,0.346,0.702,124.062,158710
31,pop,dance pop,0.709,0.538,11,-6.572,1,0.107,0.5,0.0,0.076,0.463,93.972,181609
59,r&b,hip pop,0.631,0.8,2,-6.546,0,0.0506,0.188,0.000533,0.64,0.857,87.482,240884
62,pop,dance pop,0.639,0.705,7,-5.039,0,0.049,0.045,0.0,0.425,0.595,124.957,182161
51,r&b,neo soul,0.61,0.676,2,-6.521,1,0.132,0.158,0.0,0.0961,0.464,90.028,250081
54,edm,pop edm,0.564,0.723,2,-6.983,0,0.0702,0.000741,0.672,0.543,0.466,121.97,180843
54,rap,gangster rap,0.814,0.402,1,-10.296,1,0.728,0.0812,0.0,0.0844,0.3,159.941,108554
94,pop,post-teen pop,0.88,0.751,7,-4.258,0,0.0874,0.177,6.43e-05,0.106,0.884,117.948,157606
63,latin,reggaeton,0.864,0.751,1,-4.502,0,0.14,0.0604,0.0,0.0817,0.867,112.008,197107
73,rap,hip hop,0.616,0.669,1,-5.791,1,0.32,0.0298,0.0,0.127,0.275,154.056,196112
18,pop,electropop,0.655,0.761,8,-6.295,1,0.0367,0.207,0.183,0.0818,0.59,90.017,379228
61,rap,trap,0.673,0.688,9,-4.558,0,0.0243,0.297,0.0,0.0834,0.428,123.133,171710
54,latin,tropical,0.564,0.723,2,-6.983,0,0.0702,0.000741,0.672,0.543,0.466,121.97,180843
4,edm,progressive electro house,0.76,0.884,10,-10.778,0,0.0665,0.0776,0.926,0.0316,0.457,124.988,374049
70,edm,electro house,0.916,0.411,6,-7.523,1,0.0657,0.159,1.1e-05,0.0989,0.407,125.996,192296
39,edm,big room,0.675,0.87,1,-4.673,1,0.0866,0.0277,0.404,0.208,0.377,127.001,164409
62,pop,dance pop,0.449,0.856,5,-4.788,0,0.0623,0.187,0.0,0.176,0.152,112.648,187675
32,latin,tropical,0.704,0.799,7,-3.765,1,0.0393,0.274,0.0493,0.0765,0.399,120.002,188908
94,pop,dance pop,0.88,0.751,7,-4.258,0,0.0874,0.177,6.43e-05,0.106,0.884,117.948,157606
64,rap,trap,0.629,0.586,9,-4.219,0,0.242,0.585,0.0,0.065,0.361,171.649,193307
69,r&b,urban contemporary,0.581,0.642,1,-5.318,1,0.407,0.0519,0.0,0.183,0.536,80.142,345160
76,r&b,hip pop,0.548,0.805,7,-5.732,1,0.351,0.212,0.000389,0.408,0.648,142.094,216387
40,rap,southern hip hop,0.701,0.419,0,-7.877,1,0.0477,0.503,0.0,0.0998,0.228,131.063,228352
54,latin,reggaeton,0.609,0.703,6,-7.262,0,0.247,0.125,6.28e-06,0.106,0.754,99.385,177296
70,edm,pop edm,0.916,0.411,6,-7.523,1,0.0657,0.159,1.1e-05,0.0989,0.407,125.996,192296
44,latin,latin pop,0.805,0.767,8,-3.977,0,0.056,0.087,0.00722,0.177,0.797,97.986,189894
34,pop,dance pop,0.836,0.47,9,-11.828,0,0.211,0.527,0.000131,0.0963,0.317,110.014,170400
94,r&b,hip pop,0.88,0.751,7,-4.258,0,0.0874,0.177,6.43e-05,0.106,0.884,117.948,157606
54,edm,electro house,0.564,0.723,2,-6.983,0,0.0702,0.000741,0.672,0.543,0.466,121.97,180843
39,edm,progressive electro house,0.675,0.87,1,-4.673,1,0.0866,0.0277,0.404,0.208,0.377,127.001,164409
68,rap,gangster rap,0.935,0.699,10,-10.394,0,0.25,0.00278,1.52e-05,0.101,0.683,98.44,117073
42,r&b,urban contemporary,0.608,0.677,2,-6.523,1,0.139,0.157,0.0,0.0961,0.471,89.869,250081
74,r&b,neo soul,0.73,0.38,11,-8.558,0,0.0988,0.0319,4.93e-05,0.12,0.323,114.973,127029
49,rap,gangster rap,0.68,0.692,0,-6.546,0,0.0392,0.465,0.0,0.35,0.902,130.206,98287
65,edm,electro house,0.945,0.584,6,-7.649,0,0.044,0.0955,0.341,0.147,0.626,124.996,168547
50,latin,tropical,0.73,0.648,5,-5.867,1,0.111,0.487,3.1e-05,0.0843,0.493,100.156,180296
61,rap,trap,0.715,0.512,1,-7.728,1,0.183,0.398,0.0,0.0823,0.384,136.029,229376
94,latin,latin hip hop,0.88,0.751,7,-4.258,0,0.0874,0.177,6.43e-05,0.106,0.884,117.948,157606
60,edm,electro house,0.57,0.836,10,-4.414,0,0.0706,0.00334,0.000469,0.0909,0.712,127.917,157500
43,edm,electro house,0.684,0.51,1,-10.653,1,0.0414,0.153,0.454,0.122,0.0771,120.028,214022
68,edm,electro house,0.535,0.906,6,-4.699,0,0.0353,0.0202,0.000715,0.0886,0.732,126.012,178671
55,rap,hip hop,0.697,0.547,5,-10.548,1,0.117,0.0656,0.0,0.233,0.741,76.962,219740
67,rap,gangster rap,0.769,0.523,7,-9.762,1,0.273,0.089,0.0,0.16,0.449,139.785,102857
62,rap,trap,0.9,0.781,1,-5.452,1,0.159,0.108,0.0,0.0513,0.79,135.025,165150
48,pop,dance pop,0.79,0.81,9,-3.452,1,0.0612,0.0137,0.0,0.0755,0.607,120.092,188200
35,pop,dance pop,0.69,0.616,0,-7.756,1,0.0303,0.417,0.0,0.228,0.333,103.018,212655
63,rap,gangster rap,0.893,0.776,11,-5.356,1,0.293,0.00607,0.0,0.103,0.229,91.987,284439
30,rock,hard rock,0.62,0.73,2,-7.625,1,0.209,0.0101,4.76e-05,0.624,0.523,96.01,231345
69,r&b,hip pop,0.581,0.642,1,-5.318,1,0.407,0.0519,0.0,0.183,0.536,80.142,345160
33,rock,hard rock,0.339,0.977,0,-4.777,0,0.121,0.0316,0.000961,0.133,0.262,181.034,216001
42,rap,trap,0.562,0.859,5,-3.29,0,0.411,0.15,0.146,0.0794,0.397,184.059,240000
65,latin,latin pop,0.713,0.729,7,-6.027,1,0.0308,0.00935,0.000106,0.0804,0.734,121.975,217493
94,edm,big room,0.88,0.751,7,-4.258,0,0.0874,0.177,6.43e-05,0.106,0.884,117.948,157606
59,edm,pop edm,0.66,0.778,8,-4.314,1,0.0574,0.348,0.0,0.723,0.48,147.096,177807
67,pop,indie poptimism,0.613,0.36,8,-12.49,1,0.062,0.892,0.293,0.381,0.445,77.983,184453
77,latin,latin hip hop,0.774,0.851,11,-2.795,0,0.255,0.0651,0.0,0.0568,0.695,180.086,257865
14,pop,post-teen pop,0.77,0.544,9,-8.727,1,0.0375,0.204,0.0129,0.059,0.504,111.97,221396
76,rap,hip hop,0.548,0.805,7,-5.732,1,0.351,0.212,0.000389,0.408,0.648,142.094,216387
50,rap,trap,0.784,0.739,10,-5.434,0,0.0523,0.492,0.0,0.153,0.411,130.039,219692
77,latin,latin pop,0.774,0.851,11,-2.795,0,0.255,0.0651,0.0,0.0568,0.695,180.086,257865
50,rock,hard rock,0.305,0.864,0,-4.772,1,0.0516,5.35e-06,0.0,0.344,0.322,141.994,203520
55,edm,big room,0.661,0.991,2,-2.942,1,0.0708,0.00232,0.737,0.303,0.817,128.059,172452
35,edm,pop edm,0.68,0.882,1,-2.891,1,0.0647,0.0854,0.000465,0.155,0.462,125.956,188571
44,pop,post-teen pop,0.808,0.342,4,-11.743,1,0.0368,0.111,1.02e-06,0.0847,0.486,91.987,156522
56,latin,reggaeton,0.817,0.757,6,-4.346,1,0.253,0.145,3.29e-05,0.0832,0.804,133.97,202013
32,pop,dance pop,0.645,0.74,0,-5.136,1,0.0383,0.0572,6.91e-05,0.118,0.338,107.017,171589
60,latin,reggaeton,0.751,0.821,6,-4.212,0,0.0554,0.732,0.0,0.35,0.827,110.079,217091
31,edm,progressive electro house,0.49,0.922,2,-3.149,1,0.0837,0.00555,0.644,0.507,0.155,129.989,165000
94,edm,pop edm,0.88,0.751,7,-4.258,0,0.0874,0.177,6.43e-05,0.106,0.884,117.948,157606
63,rap,southern hip hop,0.893,0.776,11,-5.356,1,0.293,0.00607,0.0,0.103,0.229,91.987,284439
76,rap,gangster rap,0.548,0.805,7,-5.732,1,0.351,0.212,0.000389,0.408,0.648,142.094,216387
18,edm,progressive electro house,0.616,0.949,1,-3.986,0,0.0546,0.00694,0.00997,0.368,0.101,130.017,253385
21,edm,electro house,0.924,0.8,2,-4.311,1,0.0578,0.11,0.71,0.0879,0.294,127.993,166705
56,latin,tropical,0.596,0.585,5,-11.634,0,0.034,0.565,0.904,0.199,0.132,119.002,200078
26,edm,electro house,0.651,0.659,9,-6.952,0,0.0318,0.394,0.0,0.0882,0.526,126.034,189000
55,rock,hard rock,0.446,0.917,0,-3.765,0,0.0513,7.53e-05,0.0039,0.247,0.685,147.171,215712
86,rap,trap,0.725,0.79,0,-2.331,1,0.197,0.0711,1.14e-06,0.0602,0.763,175.988,287773
33,latin,latin pop,0.565,0.547,4,-8.626,0,0.402,0.135,3.39e-06,0.134,0.278,164.247,167904
68,edm,pop edm,0.535,0.906,6,-4.699,0,0.0353,0.0202,0.000715,0.0886,0.732,126.012,178671
69,rap,hip hop,0.581,0.642,1,-5.318,1,0.407,0.0519,0.0,0.183,0.536,80.142,345160
39,rock,hard rock,0.492,0.939,1,-4.788,0,0.369,0.0389,0.0,0.23,0.576,163.026,217133
86,latin,reggaeton,0.725,0.79,0,-2.331,1,0.197,0.0711,1.14e-06,0.0602,0.763,175.988,287773
30,rock,classic rock,0.62,0.73,2,-7.625,1,0.209,0.0101,4.76e-05,0.624,0.523,96.01,231345
74,rap,trap,0.856,0.523,6,-7.5,0,0.419,0.228,0.0,0.0895,0.378,89.912,194700
69,latin,latin pop,0.581,0.642,1,-5.318,1,0.407,0.0519,0.0,0.183,0.536,80.142,345160
69,latin,latin hip hop,0.581,0.642,1,-5.318,1,0.407,0.0519,0.0,0.183,0.536,80.142,345160
40,edm,progressive electro house,0.643,0.864,1,-6.531,1,0.0299,3.59e-05,0.78,0.112,0.565,122.008,175372
40,rap,hip hop,0.721,0.645,9,-7.837,0,0.0513,0.00408,0.00179,0.0957,0.415,113.068,229911
65,pop,dance pop,0.945,0.584,6,-7.649,0,0.044,0.0955,0.341,0.147,0.626,124.996,168547
69,latin,reggaeton,0.702,0.669,5,-5.103,1,0.368,0.284,0.0,0.33,0.638,169.914,229947
86,latin,latin pop,0.725,0.79,0,-2.331,1,0.197,0.0711,1.14e-06,0.0602,0.763,175.988,287773
68,pop,dance pop,0.535,0.906,6,-4.699,0,0.0353,0.0202,0.000715,0.0886,0.732,126.012,178671
64,latin,reggaeton,0.629,0.586,9,-4.219,0,0.242,0.585,0.0,0.065,0.361,171.649,193307
63,edm,progressive electro house,0.497,0.656,7,-6.716,1,0.0374,0.0141,0.0,0.0577,0.0884,127.975,185747
74,latin,reggaeton,0.856,0.523,6,-7.5,0,0.419,0.228,0.0,0.0895,0.378,89.912,194700
23,rock,permanent wave,0.497,0.923,4,-3.04,1,0.11,0.00627,0.0,0.082,0.545,155.11,180960
94,r&b,urban contemporary,0.88,0.751,7,-4.258,0,0.0874,0.177,6.43e-05,0.106,0.884,117.948,157606
59,latin,tropical,0.864,0.58,9,-8.169,0,0.175,0.462,0.897,0.084,0.424,119.996,200697
45,latin,tropical,0.711,0.873,10,-8.613,0,0.0393,0.0165,0.742,0.16,0.795,120.002,210875
78,rap,hip hop,0.611,0.714,9,-4.696,0,0.856,0.184,0.0,0.145,0.628,196.043,175828
86,latin,latin hip hop,0.725,0.79,0,-2.331,1,0.197,0.0711,1.14e-06,0.0602,0.763,175.988,287773
47,rap,trap,0.882,0.574,7,-7.121,1,0.197,0.228,0.0,0.159,0.609,134.98,202411
67,rap,southern hip hop,0.919,0.56,8,-5.221,1,0.3,0.0119,0.0,0.0963,0.382,141.004,223520
61,edm,big room,0.731,0.912,11,-5.04,1,0.0397,0.0147,4.78e-05,0.247,0.255,124.986,145893
60,edm,pop edm,0.57,0.836,10,-4.414,0,0.0706,0.00334,0.000469,0.0909,0.712,127.917,157500
50,edm,electro house,0.689,0.924,0,-4.242,1,0.26,0.0121,5.95e-05,0.605,0.686,129.987,240000
57,latin,latin pop,0.688,0.865,11,-4.843,0,0.0615,0.0635,2.09e-06,0.0838,0.798,108.907,175537
24,edm,electro house,0.668,0.971,5,-1.881,1,0.145,0.00432,0.605,0.0477,0.543,126.979,201732
43,rap,trap,0.649,0.659,11,-7.916,0,0.162,0.14,0.0,0.119,0.147,144.075,155009
54,rap,trap,0.831,0.583,5,-7.156,0,0.146,0.0783,1.3e-06,0.116,0.656,119.967,194940
50,latin,tropical,0.837,0.616,10,-7.003,0,0.0417,0.0831,0.0108,0.0962,0.604,117.966,197288
50,edm,electro house,0.779,0.932,2,-3.568,1,0.255,0.00424,0.498,0.734,0.211,127.983,230288
57,rap,trap,0.75,0.828,5,-3.774,1,0.0316,0.365,0.0,0.313,0.838,103.099,213658
9,edm,big room,0.639,0.928,6,-3.247,0,0.0476,0.00261,8.46e-05,0.127,0.317,127.985,307622
34,r&b,hip pop,0.677,0.671,2,-4.801,1,0.0546,0.118,0.0,0.0734,0.233,100.065,219712
74,rap,hip hop,0.684,0.687,2,-4.673,1,0.2,0.0164,0.0,0.253,0.265,184.026,151067
32,edm,big room,0.6,0.987,2,-4.732,1,0.0642,0.000234,0.823,0.337,0.277,150.022,169819
33,pop,electropop,0.759,0.682,5,-6.34,0,0.041,0.0573,0.0,0.106,0.466,108.941,182053
19,rock,hard rock,0.372,0.665,0,-7.85,0,0.0564,0.00697,0.000182,0.0861,0.0876,129.962,227370
74,rap,trap,0.906,0.672,10,-6.771,0,0.039,0.202,2.78e-05,0.0986,0.793,105.977,210316
70,pop,post-teen pop,0.598,0.502,1,-6.273,1,0.0447,0.862,0.0,0.096,0.403,121.621,198391
35,latin,latin pop,0.883,0.775,9,-4.508,0,0.298,0.0878,0.0,0.615,0.697,128.006,150000
55,pop,post-teen pop,0.554,0.35,6,-5.378,0,0.0287,0.799,1.39e-06,0.317,0.333,86.331,202007
49,rap,trap,0.709,0.729,1,-7.836,1,0.0337,0.00689,0.000152,0.0938,0.59,129.968,181615
75,pop,dance pop,0.624,0.74,4,-6.965,1,0.0363,0.156,0.0,0.103,0.905,89.983,205369
48,rap,trap,0.826,0.526,3,-5.841,0,0.0928,0.377,0.0,0.136,0.413,116.03,171725
51,rap,trap,0.9,0.491,1,-8.579,0,0.248,0.0484,0.0,0.255,0.578,129.979,181846
69,r&b,hip pop,0.664,0.285,9,-7.907,1,0.0342,0.855,0.0,0.0952,0.256,124.148,190268
88,latin,latin hip hop,0.732,0.644,0,-4.124,1,0.132,0.0934,4.54e-06,0.143,0.554,174.1,204907
31,pop,indie poptimism,0.657,0.811,4,-5.437,0,0.0465,0.0665,1.41e-06,0.312,0.63,119.995,187625
90,pop,post-teen pop,0.619,0.459,7,-5.782,0,0.0334,0.56,0.0,0.137,0.498,126.803,184280
75,latin,latin pop,0.624,0.74,4,-6.965,1,0.0363,0.156,0.0,0.103,0.905,89.983,205369
69,pop,post-teen pop,0.664,0.285,9,-7.907,1,0.0342,0.855,0.0,0.0952,0.256,124.148,190268
47,rock,classic rock,0.149,0.637,2,-7.033,1,0.0422,0.405,0.962,0.202,0.365,200.085,194747
67,edm,pop edm,0.723,0.844,0,-6.39,0,0.0402,0.646,0.0,0.0744,0.967,172.095,150047
67,edm,pop edm,0.659,0.834,6,-6.493,1,0.0439,0.388,1.32e-05,0.121,0.963,172.008,183536
40,r&b,hip pop,0.698,0.296,2,-9.015,1,0.107,0.836,0.00437,0.108,0.497,91.021,221539
56,pop,post-teen pop,0.51,0.675,0,-6.717,0,0.145,0.199,0.0,0.35,0.439,180.094,159661
88,latin,latin pop,0.732,0.644,0,-4.124,1,0.132,0.0934,4.54e-06,0.143,0.554,174.1,204907
69,latin,latin pop,0.563,0.729,2,-4.178,1,0.16,0.0623,0.0,0.0378,0.726,80.51,152722
88,latin,reggaeton,0.732,0.644,0,-4.124,1,0.132,0.0934,4.54e-06,0.143,0.554,174.1,204907
38,latin,tropical,0.794,0.172,0,-24.89,1,0.123,0.37,0.00782,0.0783,0.713,89.999,180000
72,rap,hip hop,0.768,0.519,0,-9.313,0,0.202,0.451,0.00303,0.102,0.515,171.899,158550
69,pop,dance pop,0.563,0.729,2,-4.178,1,0.16,0.0623,0.0,0.0378,0.726,80.51,152722
54,pop,post-teen pop,0.753,0.343,8,-5.607,1,0.0337,0.799,0.0,0.104,0.511,137.872,172154
88,pop,post-teen pop,0.732,0.644,0,-4.124,1,0.132,0.0934,4.54e-06,0.143,0.554,174.1,204907
27,pop,dance pop,0.834,0.823,8,-4.603,1,0.0716,0.09,0.000101,0.0561,0.872,128.006,166523
37,pop,dance pop,0.679,0.637,8,-5.683,1,0.0427,0.0821,1.04e-06,0.158,0.228,105.026,244187
45,pop,indie poptimism,0.57,0.293,0,-13.768,1,0.0293,0.237,0.00112,0.132,0.104,120.963,245793
54,rap,hip hop,0.606,0.554,11,-8.965,1,0.0583,0.863,0.738,0.0943,0.537,79.983,144000
21,edm,pop edm,0.786,0.612,8,-4.894,1,0.217,0.76,0.0,0.111,0.513,84.963,181673
67,rap,trap,0.914,0.619,8,-8.323,0,0.146,0.241,0.0017,0.105,0.166,100.995,182970
21,rap,gangster rap,0.786,0.612,8,-4.894,1,0.217,0.76,0.0,0.111,0.513,84.963,181673
32,edm,electro house,0.688,0.404,7,-17.443,1,0.054,0.287,0.933,0.111,0.0374,126.999,395018
54,edm,electro house,0.738,0.72,6,-7.909,1,0.0626,0.451,0.623,0.0769,0.525,125.488,247426
74,r&b,urban contemporary,0.856,0.721,6,-6.813,0,0.0779,0.178,2.14e-05,0.0913,0.902,100.98,230151
41,rap,trap,0.594,0.857,0,-6.441,1,0.0423,0.126,0.729,0.111,0.0581,102.882,195449
57,rap,hip hop,0.471,0.342,11,-12.588,0,0.371,0.822,0.602,0.224,0.406,174.746,114483
42,pop,indie poptimism,0.213,0.693,5,-4.868,1,0.0492,0.615,0.000108,0.192,0.134,165.571,240000
49,rap,trap,0.6,0.799,10,-4.624,0,0.0461,0.282,0.0,0.0968,0.558,177.079,138462
57,rap,hip hop,0.524,0.736,2,-5.528,1,0.207,0.058,0.0,0.178,0.162,109.513,159273
41,rap,gangster rap,0.85,0.516,0,-7.664,0,0.0714,0.763,0.0,0.0896,0.874,108.963,158532
39,rap,gangster rap,0.687,0.449,2,-10.061,1,0.154,0.109,0.0,0.282,0.229,142.048,199437
